Tumor_Sample_Barcode	APOBECtCa_enrich	BH_Fisher_p-value_tCa	tCa_to_G+tCa_to_T	tCa_MutLoad_MinEstimate	APOBECrtCa_enrich	APOBECytCa_enrich	APOBECytCa_enrich-APOBECrtCa_enrich	rtCa_to_G+rtCa_to_T	ytCa_to_G+ytCa_to_T	ntca+tgan	rtca+tgay	ytca+tgar	ytCa_rtCa_Fisher_p-value	ytCa_rtCa_BH_Fisher_p-value	APOBEC_tCa_enrich_quartile	A3A_or_A3B
SP4820	0.744367156751058	0.999999940890392	195	0	0.968897407213681	0.629312438304598	-0.339584968909083	99	96	10974	4402	6572	NA	NA	NA	NA
SP116375	0.725411463783548	0.999999940890392	228	0	0.930753466382884	0.618315576593946	-0.312437889788938	115	113	11342	4575	6767	NA	NA	NA	NA
SP116379	0.707110417235615	0.999999940890392	129	0	0.802784990642879	0.674371369707602	-0.128413620935277	57	72	7128	2847	4281	NA	NA	NA	NA
SP117593	0.699574700916151	0.999999940890392	51	0	0.556175522971914	0.829970937936959	0.273795414965045	16	35	2493	1011	1482	NA	NA	NA	NA
SP117108	0.696383564173221	0.999999940890392	52	0	0.819071487389843	0.645182321792767	-0.173889165597076	24	28	2692	1085	1607	NA	NA	NA	NA
SP116335	0.695255448425377	0.999999940890392	146	0	0.833339450888269	0.632600140889547	-0.200739309998722	68	78	9773	3892	5881	NA	NA	NA	NA
SP6766	0.688018826788608	0.999999940890392	55	0	0.767123601818568	0.671806044680779	-0.095317557137789	24	31	2715	1097	1618	NA	NA	NA	NA
SP117933	0.66979692595264	0.999999940890392	32	0	0.695334788805155	0.674516695957821	-0.0208180928473339	13	19	1697	677	1020	NA	NA	NA	NA
SP117618	0.664391654929245	0.999999940890392	36	0	0.735317503494338	0.65787517182728	-0.0774423316670581	15	21	1880	733	1147	NA	NA	NA	NA
SP117136	0.633455808828431	0.999999940890392	37	0	0.610757501573757	0.676703078986206	0.065945577412449	14	23	2088	841	1247	NA	NA	NA	NA
SP118073	0.628065275635301	0.999999940890392	53	0	0.826594178276135	0.516621361422585	-0.30997281685355	28	25	2754	1134	1620	NA	NA	NA	NA
SP116347	0.562965083116037	0.999999940890392	61	0	0.695861758474576	0.498931718061674	-0.196930040412902	29	32	3745	1475	2270	NA	NA	NA	NA
SP9481	0.542395447161776	0.999999940890392	45	0	0.661705269934123	0.477878899345223	-0.1838263705889	22	23	2920	1193	1727	NA	NA	NA	NA
SP12856	4.20614718696663	0	17847	13604	3.14176424570479	4.97126666301734	1.82950241731255	4770	13077	78133	28593	49540	1.99822119916021e-220	1.79839907924419e-219	4	A3A
SP8532	4.1042858532626	0	5856	4429	3.06816072313837	4.87655393426257	1.8083932111242	1612	4244	28570	10755	17815	3.25979791191585e-74	1.46690906036213e-73	4	A3A
SP5666	3.23952846964393	3.22438511127768e-261	1096	758	2.32691350142823	3.94656732232123	1.619653820893	297	799	8343	3226	5117	8.70354603014412e-18	2.61106380904324e-17	3	A3A
SP2157	2.13223508671622	5.30357358054176e-20	174	92	1.33210630164015	2.77836838077935	1.4462620791392	42	132	2557	1020	1537	8.71980811566557e-06	1.5695654608198e-05	3	A3A
SP117362	1.61400014798007	3.5356416732622e-10	189	72	1.20465820501256	1.94749395883676	0.7428357538242	54	135	3593	1411	2182	0.00213070452880622	0.00319605679320933	2	A3A
SP2781	1.55633426660882	2.11542139487037e-11	251	90	1.30374270300984	1.79317756634373	0.48943486333389	82	169	4827	1932	2895	0.0143877056539853	0.0161861688607335	2	A3A
SP117709	1.43288064572809	0.0001350121973406	115	35	1.02186391895127	1.7510360034977	0.72917208454643	31	84	2651	1027	1624	0.00807982496438018	0.0103883463827745	1	A3A
SP117470	1.25151337532224	6.84387077262453e-07	484	97	1.60421023475675	1.06928530369505	-0.5349249310617	244	240	15161	6124	9037	7.23711499101401e-06	1.5695654608198e-05	1	A3B
SP117586	1.72448908781791	9.14634568328227e-08	107	45	1.37261058269462	2.01640909880188	0.64379851610726	32	75	2162	833	1329	0.0665538932929394	0.0665538932929394	ND	ND
SP117247	0.960281129030123	0.866357204009466	113	0	1.23542634956507	0.82100962029576	-0.41441672926931	57	56	4124	1664	2460	NA	NA	NA	NA
SP124191	0.939852082830972	0.866357204009466	80	0	0.775507178118513	1.09006965728615	0.314562479167637	25	55	3032	1182	1850	NA	NA	NA	NA
SP7456	0.914674261874198	0.882555356966498	84	0	1.04534201357051	0.865110631920423	-0.180231381650087	36	48	3572	1368	2204	NA	NA	NA	NA
SP3368	0.746384393925191	0.998449135954852	85	0	0.805803121657858	0.736007784761064	-0.069795336896794	36	49	4313	1732	2581	NA	NA	NA	NA
SP107640	4.07076998202206	0	4692	3539	3.0999208589029	4.8069851757867	1.7070643168838	1308	3384	23079	8649	14430	7.02289911859626e-54	1.19389285016136e-52	4	A3A
SP13206	3.90340961758314	0	2788	2074	2.90990861188869	4.64337695030786	1.73346833841917	755	2033	16321	6073	10248	3.80850751003516e-35	2.15815425568659e-34	4	A3A
SP13242	3.70659878207048	0	2082	1520	2.58058809233404	4.55730295925079	1.97671486691675	539	1543	12096	4615	7481	3.00053058691935e-38	2.55045099888145e-37	4	A3A
SP107603	3.64907350212392	0	1868	1356	2.71508368956314	4.36889814361035	1.65381445404721	516	1352	11399	4337	7062	5.27830724193935e-25	1.79462446225938e-24	4	A3A
SP114020	3.50105175347129	0	2200	1572	2.69319310266957	4.13779516644435	1.44460206377478	633	1567	14294	5474	8820	3.73879646479769e-24	1.05932566502601e-23	3	A3A
SP13078	3.47348204643539	0	1751	1247	2.45056751924546	4.21988968608043	1.76932216683497	457	1294	12222	4622	7600	6.93837960263809e-29	2.94881133112119e-28	3	A3A
SP96540	3.35609638562433	2.35374064250667e-170	680	477	2.32368946439524	4.08673766536317	1.76304820096793	171	509	4868	1808	3060	9.83193783546339e-13	1.85714381336531e-12	3	A3A
SP114016	3.28634019066071	0	1401	975	2.4337315513602	3.95764643648177	1.52391488512157	388	1013	10495	4028	6467	2.81383596189467e-19	6.83360162174419e-19	3	A3A
SP107607	3.22061611252585	3.41325760860513e-313	1335	920	2.61453422913213	3.74742400205118	1.13288977291905	412	923	10065	3927	6138	3.81166199604142e-11	6.47982539327042e-11	2	A3A
SP13072	3.11892801332479	4.15785030918866e-233	1050	713	2.51250490322057	3.64807859166866	1.13557368844809	321	729	7700	3003	4697	1.25340849888188e-09	1.77566204008267e-09	2	A3A
SP109957	3.10403673656253	0	1804	1223	2.55690430035812	3.57717962868593	1.02027532832781	564	1240	14061	5468	8593	7.07905268133349e-13	1.50429869478337e-12	2	A3A
SP107595	2.74828405832391	7.99567415339247e-237	1301	828	2.23174872264139	3.20220257414306	0.97045385150167	401	900	13039	5085	7954	1.10432556426347e-10	1.70668496295263e-10	2	A3A
SP107624	2.54626891832293	1.07169612280288e-85	535	325	2.0095611185313	2.99831309219212	0.98875197366082	164	371	5128	2038	3090	4.57548022826876e-06	5.98332029850531e-06	1	A3A
SP114032	2.10872516409797	5.8821235901599e-59	551	290	1.74157545511257	2.42768029878618	0.68610484367361	170	381	6569	2519	4050	0.000142335367139898	0.00017283580295559	1	A3A
SP109801	1.64508505014909	9.96130589549633e-16	279	109	1.34292788012034	1.91454880209108	0.57162092197074	88	191	5567	2207	3360	0.00465514706466878	0.00494609375621058	1	A3A
SP13084	1.59972009121344	8.5791477472933e-17	338	127	1.3660027353379	1.82445978336002	0.45845704802212	111	227	6052	2391	3661	0.00994416345220933	0.00994416345220933	1	A3A
SP107575	1.36369558087418	4.35053069403422e-07	264	70	1.0915552866373	1.60582958789858	0.51427430126128	82	182	5765	2298	3467	0.00301087355133818	0.00341232335818327	1	A3A
SP109941	0.972767746789918	0.62487277939173	94	0	1.19933637790781	0.860676848002892	-0.338659529904918	45	49	3338	1326	2012	NA	NA	NA	NA
SP23504	3.28991425786826	0	2312	1609	2.58850464866174	3.8790537120588	1.29054906339706	689	1623	17476	6795	10681	2.11306003230601e-22	3.66263738933042e-21	4	A3A
SP111066	2.97213460167881	0	3863	2563	2.41551301443857	3.44801224170323	1.03249922726466	1196	2667	123979	48388	75591	3.68884009015765e-26	1.91819684688198e-24	4	A3A
SP111117	2.69792110441159	0	3690	2322	2.21140364556337	3.11726987594315	0.90586623037978	1150	2540	52464	20439	32025	2.15173519768891e-24	5.59451151399116e-23	4	A3A
SP110865	2.40499305515878	0	4332	2531	2.06992051331097	2.72270499246288	0.65278447915191	1432	2900	85069	33497	51572	1.12663981319878e-18	1.17170540572673e-17	4	A3A
SP111091	2.26257014840659	2.10922478821228e-311	2415	1348	2.04666004273612	2.49757182226943	0.45091177953331	840	1575	84602	33354	51248	1.97397809591398e-06	6.84312406583514e-06	4	A3A
SP111047	2.03486579770134	3.40448259966597e-305	3155	1605	1.80110750607158	2.27572614588996	0.47461863981838	1080	2075	51216	20319	30897	8.77561561277085e-11	7.60553353106807e-10	4	A3A
SP111072	1.99521131430009	3.99762038549789e-79	853	425	1.56619123797862	2.35143248523416	0.78524124725554	257	596	14367	5646	8721	1.0338412599647e-08	5.97330505757384e-08	4	A3A
SP111074	1.98599137907133	5.73301841478591e-128	1369	680	1.88253000708474	2.13079938061409	0.24826937352935	490	879	47409	18341	29068	0.0261112980661043	0.0468202586012905	3	A3A
SP111099	1.93933855092387	9.76108056693956e-108	1243	602	1.73456458143969	2.1541448567414	0.41958027530171	428	815	26696	10538	16158	0.000180001239351087	0.000492634970855608	3	A3A
SP111114	1.92893500701007	1.37856432777903e-237	2764	1331	1.73222137266185	2.13828278721123	0.40606141454938	954	1810	87777	34599	53178	7.31166967817123e-08	3.1683901938742e-07	3	A3A
SP110849	1.64034933931455	1.10843958955395e-47	922	360	1.53259910358615	1.779505480095	0.24690637650885	328	594	30312	11842	18470	0.0282281531614944	0.048928798813257	3	A3A
SP110861	1.63167705823617	4.30791688700972e-40	788	305	1.43295520685176	1.82953520052306	0.3965799936713	266	522	21996	8670	13326	0.000943117730353018	0.00213226617297204	3	A3A
SP111006	1.56447631313055	4.24762245653523e-65	1539	555	1.47070061779412	1.69548184892658	0.22478123113246	566	973	45429	18236	27193	0.00641908353854239	0.0128381670770848	3	A3A
SP111011	1.45979576326043	5.76048126597729e-32	992	312	1.73219870019706	1.34058648750682	-0.39161221269024	452	540	69323	27253	42070	5.57516896944047e-05	0.000170534580241709	3	A3B
SP111019	1.37283747491033	5.79558818130782e-20	841	228	1.61141027257893	1.27225501499431	-0.33915525758462	381	460	65911	26060	39851	0.000649750358248849	0.00153577357404273	3	A3B
SP110860	1.31063138758898	3.45693439656586e-17	976	231	1.57613143138885	1.18988634814863	-0.38624508324022	454	522	60701	24059	36642	1.11958487922024e-05	3.63865085746578e-05	2	A3B
SP111173	1.30055998869691	3.4470483010187e-23	1413	327	1.75167895970615	1.05841103930895	-0.6932679203972	735	678	161964	64102	97862	2.6559113846789e-21	3.45268480008257e-20	2	A3B
SP111082	1.29383404697056	5.46867041331452e-11	653	148	1.55689697876156	1.17624448417087	-0.38065249459069	302	351	41010	16156	24854	0.000374255320851692	0.000926727461156571	2	A3B
SP110845	1.25484065023212	5.17182041102442e-12	921	187	1.47579708334155	1.16354779732069	-0.31224928602086	416	505	62477	24600	37877	0.000314371054272836	0.000817364741109375	2	A3B
SP111113	1.22648742438279	1.86119001445075e-10	963	178	1.5217750796539	1.08984092684178	-0.43193415281212	452	511	119822	46468	73354	2.51238477659741e-07	9.33171488450466e-07	2	A3B
SP110851	1.21991851966348	4.24326593998445e-09	882	159	1.53671738855301	1.05644158197675	-0.48027580657626	440	442	28090	11413	16677	1.87700659727627e-08	9.76043430583659e-08	2	A3B
SP111092	1.19848058617644	1.40077947550671e-07	840	139	1.38656703342911	1.12465380080786	-0.26191323262125	378	462	37653	15020	22633	0.00244163994297426	0.00507861108138646	2	A3B
SP111069	1.17286962365591	4.58687495166255e-06	819	121	1.51724034070571	0.998140964210039	-0.519099376495671	409	410	31411	12446	18965	1.64172126950801e-09	1.21956437163452e-08	1	A3B
SP110842	1.17038821055138	3.37842145720593e-06	862	125	1.3569617320139	1.09690602365324	-0.26005570836066	386	476	37903	15008	22895	0.00191941209328922	0.00415872620212665	1	A3B
SP111031	1.15094334755803	1.71693221010639e-05	912	120	1.31024273425993	1.09727651601606	-0.21296621824387	401	511	50279	19939	30340	0.00769511013425266	0.0148202121104125	1	A3B
SP111058	1.14593209883298	0.000418352210116995	644	82	1.31674775011681	1.08192211952794	-0.23482563058887	284	360	97079	38179	58900	0.0135414044680054	0.0251483225834387	1	A3B
SP111077	1.13666929302532	5.83121229717277e-06	1218	146	1.40367628063055	1.01231786726652	-0.39135841336403	579	639	57774	22833	34941	1.01992293721751e-08	5.97330505757384e-08	1	A3B
SP110855	1.12713446814268	0.000427031696301491	832	94	1.35488256316279	1.02513324016091	-0.32974932300188	387	445	52325	20766	31559	6.17215144438233e-05	0.000178306597282156	1	A3B
SP111035	1.1224579576646	0.00260090815115638	647	71	1.45137770572382	0.952313312385462	-0.499064393338358	326	321	33109	13240	19869	7.94104149079707e-08	3.17641659631883e-07	1	A3B
SP111119	1.11985434397997	0.000493969390841324	906	97	1.40303706058143	0.979138538610366	-0.423898521971064	442	464	52707	21047	31660	5.97326796421134e-08	2.82372667399081e-07	1	A3B
SP111168	2.0171056516226	7.67575190494399e-82	851	429	1.90816720281589	2.17998720885196	0.27182000603607	313	538	14103	5631	8472	0.0556498887153045	0.0851115945057598	ND	ND
SP23496	1.99484925912282	9.67868650142048e-133	1412	704	2.07528875702534	2.0273516390725	-0.0479371179528401	563	849	36130	14204	21926	0.676796386678015	0.718232900148097	ND	ND
SP111067	1.78814038412387	7.07466789424893e-42	605	267	1.78002257456546	1.87434689115003	0.09432431658457	233	372	12332	4901	7431	0.550984996182522	0.609600421308323	ND	ND
SP23502	1.71762844282776	1.99024661089075e-123	2029	848	1.78454605044563	1.74507305375285	-0.03947299669278	812	1217	113803	44934	68869	0.630395830320125	0.682928816180136	ND	ND
SP111096	1.66027194851068	1.21683994500108e-42	786	313	1.55880643623099	1.79510022675118	0.23629379052019	286	500	24869	9876	14993	0.0541071881432758	0.0851115945057598	ND	ND
SP111001	1.58926054756161	1.61177291714158e-93	2066	766	1.72206569564359	1.57027456206209	-0.1517911335815	866	1200	89021	35331	53690	0.0384064774379745	0.0624105258367085	ND	ND
SP111038	1.55081929659084	1.15898767106013e-54	1331	473	1.51351270791314	1.63970749471464	0.1261947868015	502	829	44097	17469	26628	0.154837890457662	0.201289257594961	ND	ND
SP111084	1.50134275788882	4.59727853278564e-41	1148	383	1.60689046917661	1.49470127390676	-0.11218919526985	480	668	33473	13410	20063	0.220369000704311	0.266492745037771	ND	ND
SP111052	1.48642495515326	2.36041553627942e-09	240	79	1.41551830114605	1.60077336433667	0.18525506319062	90	150	8965	3624	5341	0.38615728349494	0.456367698675838	ND	ND
SP110846	1.48451701433602	3.37752922557933e-22	642	210	1.61759383053949	1.46222149384996	-0.15537233668953	274	368	14768	5941	8827	0.202146887027438	0.250277098224448	ND	ND
SP111030	1.44694663913	4.3726349721173e-29	956	295	1.43681910338797	1.51605874778043	0.0792396443924599	370	586	36107	14437	21670	0.422107184507537	0.487768302097598	ND	ND
SP111051	1.43380374858102	4.68082632022614e-13	426	129	1.48862142318437	1.46232867427431	-0.0262927489100599	170	256	12604	4976	7628	0.879794993396885	0.896706906391064	ND	ND
SP111098	1.32506477661463	9.52980791381211e-13	664	163	1.47127147107697	1.28346732648261	-0.18780414459436	292	372	21211	8621	12590	0.077435537478849	0.11504708425429	ND	ND
SP111013	1.31660688747563	2.36041553627942e-09	486	117	1.19525004545279	1.45212391345244	0.25687386799965	170	316	15767	6232	9535	0.0381375395558008	0.0624105258367085	ND	ND
SP111027	1.27790182031566	2.59536306835329e-06	379	82	1.36005698396283	1.27474943621874	-0.0853075477440901	160	219	10176	4136	6040	0.52305177103825	0.591275915086718	ND	ND
SP111080	1.27524875517501	3.17042503868882e-08	523	113	1.32094978932771	1.30328321984764	-0.0176665694800699	213	310	20848	8423	12425	0.89234805761892	0.896706906391064	ND	ND
SP111089	1.26257823985078	3.15516910088889e-08	576	120	1.30361984333172	1.28963994325758	-0.0139799000741401	232	344	16045	6421	9624	0.896706906391064	0.896706906391064	ND	ND
SP111056	1.22792978209848	3.9919167214541e-11	1031	191	1.34072329872475	1.20594306456073	-0.13478023416402	436	595	54515	21657	32858	0.0947412964438782	0.134489824972104	ND	ND
SP111040	1.19092993333659	0.000340084434530332	420	67	1.34720463773274	1.1428223184546	-0.20438231927814	184	236	16760	6672	10088	0.0956946831532282	0.134489824972104	ND	ND
SP111112	1.1403825835902	0.00148880321665298	566	70	1.26823892772442	1.10545082115467	-0.16278810656975	245	321	25875	10337	15538	0.108354799962842	0.148274989422836	ND	ND
SP111024	1.12166187622668	0.00497082731570711	562	61	1.23326601196307	1.09571743279844	-0.13754857916463	237	325	44691	17571	27120	0.164583559869007	0.208740124711911	ND	ND
SP110853	1.10332027140678	0.00259971089292854	890	83	1.20358889558369	1.08465627022758	-0.11893262535611	376	514	48433	19243	29190	0.128200642177096	0.170934189569461	ND	ND
SP111021	1.48441558441558	0.573760300998566	3	0	0	2.38954703832753	2.38954703832753	0	3	65	24	41	NA	NA	NA	NA
SP111064	1.06442262087373	0.0688609079548438	783	0	1.21172905178692	1.01020716413644	-0.20152188765048	351	432	28408	11472	16936	NA	NA	NA	NA
SP111170	1.06168191005496	0.0688609079548438	829	0	1.44460258923935	0.854508012950206	-0.590094576289144	438	391	48492	19326	29166	NA	NA	NA	NA
SP111002	1.04848316157976	0.37277865333635	283	0	1.23852417630258	0.969889249148741	-0.268634927153839	128	155	15744	6183	9561	NA	NA	NA	NA
SP111086	1.02076889910927	0.469245690419943	848	0	1.25706205970955	0.909974555583817	-0.347087504125733	404	444	60671	24093	36578	NA	NA	NA	NA
SP110847	0.996410939206907	0.911407272760852	693	0	1.22647279706275	0.884741422588098	-0.341731374474652	333	360	25886	10360	15526	NA	NA	NA	NA
SP111070	0.975407123986117	1	569	0	1.1359240714736	0.91234700354347	-0.22357706793013	257	312	21604	8602	13002	NA	NA	NA	NA
SP111078	0.97167001188939	1	351	0	1.13804830069398	0.90110027642294	-0.23694802427104	162	189	20260	8191	12069	NA	NA	NA	NA
SP111054	0.969573179339318	1	671	0	1.21210759814797	0.853263834044697	-0.358843764103273	323	348	60765	24013	36752	NA	NA	NA	NA
SP111061	0.960587995155585	1	638	0	1.20170505905642	0.841549627515476	-0.360155431540944	311	327	30580	12225	18355	NA	NA	NA	NA
SP111043	0.95867766039562	1	715	0	1.00906314669048	0.96782376836336	-0.04123937832712	290	425	68796	27214	41582	NA	NA	NA	NA
SP111036	0.956384355286858	1	418	0	1.03932167248922	0.943987956966226	-0.0953337155229941	179	239	19785	8010	11775	NA	NA	NA	NA
SP111175	0.953952339333255	1	1373	0	1.21168313883666	0.825228066895268	-0.386455071941392	671	702	185143	73002	112141	NA	NA	NA	NA
SP111015	0.948513570501464	1	456	0	1.00596452564117	0.95180317719077	-0.0541613484504	187	269	32001	12697	19304	NA	NA	NA	NA
SP23498	0.941879359803595	1	717	0	1.15652858902295	0.839366701344474	-0.317161887678476	344	373	36672	14704	21968	NA	NA	NA	NA
SP111033	0.936258518734216	1	465	0	1.13034249640694	0.85152287420229	-0.27881962220465	216	249	26441	10450	15991	NA	NA	NA	NA
SP111076	0.924164839241774	1	364	0	1.19895522730603	0.78033454180745	-0.41862068549858	185	179	15718	6321	9397	NA	NA	NA	NA
SP110863	0.872792821680087	1	466	0	1.11721084194688	0.750093682632279	-0.367117159314601	230	236	43087	17042	26045	NA	NA	NA	NA
SP111166	0.870680368720215	1	618	0	0.962600668631522	0.847142506169209	-0.115458162462313	263	355	65450	25831	39619	NA	NA	NA	NA
SP111000	0.868456547722693	1	435	0	1.09310639175943	0.759596639659958	-0.333509752099472	210	225	43486	17108	26378	NA	NA	NA	NA
SP111075	0.863877551564266	1	444	0	0.967668623827605	0.83085978292668	-0.136808840900925	196	248	27131	10968	16163	NA	NA	NA	NA
SP111164	0.863116963901178	1	695	0	1.05918491712338	0.772644389573827	-0.286540527549553	330	365	59303	23568	35735	NA	NA	NA	NA
SP111095	0.861265448933405	1	503	0	0.963983808666596	0.83034794203397	-0.133635866632626	218	285	39876	15838	24038	NA	NA	NA	NA
SP23500	0.844074459763187	1	281	0	1.05546207485774	0.741217020672509	-0.314245054185231	136	145	28171	11187	16984	NA	NA	NA	NA
SP111014	0.839026692207922	1	244	0	1.0344604114958	0.746912127174675	-0.287548284321125	117	127	20505	8191	12314	NA	NA	NA	NA
SP111094	0.83057497286014	1	685	0	0.885061667884621	0.829678187301442	-0.055383480583179	283	402	39166	15571	23595	NA	NA	NA	NA
SP111049	0.83007360613507	1	606	0	1.04481499743744	0.724205449722691	-0.320609547714749	296	310	36145	14395	21750	NA	NA	NA	NA
SP111116	0.823262779288356	1	555	0	1.0504114528858	0.709792864793155	-0.340618588092645	274	281	31806	12633	19173	NA	NA	NA	NA
SP111017	0.809494166799044	1	451	0	0.94118582108117	0.757041131041744	-0.184144690039426	202	249	37000	14610	22390	NA	NA	NA	NA
SP111057	0.803993511300647	1	304	0	0.883976334531298	0.786710859919531	-0.0972654746117669	132	172	16522	6705	9817	NA	NA	NA	NA
SP110857	0.796759455121598	1	366	0	0.844139446938726	0.798589754376748	-0.0455496925619781	150	216	19428	7703	11725	NA	NA	NA	NA
SP111029	0.785536772102381	1	159	0	0.93578495322547	0.713839431207387	-0.221945522018083	76	83	9109	3746	5363	NA	NA	NA	NA
SP111008	0.781774331491638	1	354	0	0.762895546914669	0.829087994247621	0.066192447332952	134	220	21793	8680	13113	NA	NA	NA	NA
SP111088	0.7774764586658	1	402	0	0.898796085840563	0.733089713974978	-0.165706371865585	178	224	28999	11404	17595	NA	NA	NA	NA
SP111059	0.776325300708251	1	430	0	0.897936987102464	0.725684226214025	-0.172252760888439	197	233	27862	11310	16552	NA	NA	NA	NA
SP111042	0.77178528563191	1	86	0	0.906904719156988	0.720747284774244	-0.186157434382744	39	47	4912	1952	2960	NA	NA	NA	NA
SP111101	0.771717723367536	1	465	0	1.0169306240027	0.641754445752335	-0.375176178250365	240	225	24463	9842	14621	NA	NA	NA	NA
SP110859	0.766256674290924	1	497	0	0.975764229538658	0.662357271612426	-0.313406957926232	243	254	57736	22732	35004	NA	NA	NA	NA
SP23506	0.765722287487836	1	179	0	0.970888734097873	0.662129036579285	-0.308759697518588	88	91	9416	3742	5674	NA	NA	NA	NA
SP111045	0.735654540739864	1	337	0	0.96957635500677	0.61266162753636	-0.35691472747041	173	164	16009	6403	9606	NA	NA	NA	NA
SP111026	0.713574840280773	1	417	0	0.775077512335971	0.702427225843394	-0.072650286492577	174	243	71097	27980	43117	NA	NA	NA	NA
SP110866	0.677700269231617	1	291	0	0.880460408332603	0.575386204693719	-0.305074203638884	145	146	37400	14720	22680	NA	NA	NA	NA
SP111004	0.657879407652127	1	416	0	0.714904983104806	0.64976589307242	-0.0651390900323859	175	241	25894	10295	15599	NA	NA	NA	NA
SP111039	0.598748605641241	1	174	0	0.711995181461427	0.550738137448861	-0.161257044012566	81	93	10700	4307	6393	NA	NA	NA	NA
SP111009	0.559000224723986	1	201	0	0.506996284022889	0.615505898984644	0.108509614961755	70	131	36064	14190	21874	NA	NA	NA	NA
SP30803	4.28426051517578	0	18512	14191	3.25812036710494	5.04684634831956	1.78872598121462	5086	13426	85117	31476	53641	4.84269897439107e-208	2.51820346668336e-206	4	A3A
SP33688	4.25991433920644	0	15741	12046	3.19543166232821	5.04740194584559	1.85197028351738	4255	11486	74499	27501	46998	1.94996619607685e-190	5.06991210979981e-189	4	A3A
SP30213	3.964583530307	0	2022	1512	3.03275599972993	4.69244801873193	1.659692019002	578	1444	11711	4479	7232	2.143218161458e-23	8.57287264583202e-23	4	A3A
SP117482	3.92770906078002	0	7590	5658	2.93682282038116	4.68263797543096	1.7458151550498	2113	5477	40619	15470	25149	1.93097096152404e-95	2.00820979998501e-94	4	A3A
SP33496	3.91691725161535	0	16143	12022	3.05539142472572	4.59686976220691	1.54147833748119	4672	11471	85759	32584	53175	6.01587329407056e-157	1.04275137097223e-155	4	A3A
SP32742	3.83900777804971	0	6102	4513	2.99418641581175	4.521573436197	1.52738702038525	1789	4313	36392	14016	22376	1.63301904242586e-60	1.41528317010241e-59	4	A3A
SP30493	3.82477051996128	0	4493	3318	2.90830327060312	4.53738015756617	1.62907688696305	1274	3219	24076	9191	14885	1.60758378420843e-52	1.19420509684055e-51	4	A3A
SP31030	3.7924637632364	0	7833	5768	2.8352673535251	4.51859417101355	1.68332681748845	2171	5662	45650	17315	28335	2.13430332571986e-96	2.77459432343582e-95	4	A3A
SP117932	3.36979517896269	0	2943	2070	2.69174893032782	3.92720572789055	1.23545679756273	870	2073	21276	8080	13196	9.31176978197457e-25	4.40192753329707e-24	4	A3A
SP30185	3.29835222918823	1.46509560604645e-263	1082	754	2.69838582542623	3.82423579302514	1.12584996759891	336	746	8054	3138	4916	7.75442609616554e-09	2.01615078500304e-08	3	A3A
SP32958	3.28609112044427	0	2466	1716	2.50753019088233	3.90563456172773	1.3981043708454	703	1763	20839	7984	12855	2.14974488715798e-27	1.11786734132215e-26	3	A3A
SP117509	3.15000481025019	0	3059	2088	2.5470955238852	3.67734248859798	1.13024696471278	952	2107	23957	9458	14499	1.29716897736969e-24	5.621065568602e-24	3	A3A
SP117003	3.12556577886483	0	2504	1703	2.50706436508066	3.64924314278383	1.14217877770317	763	1741	19863	7736	12127	4.32294191746752e-21	1.60566414077365e-20	3	A3A
SP32694	3.12194081175318	0	3933	2673	2.46331611373502	3.66188428239351	1.19856816865849	1177	2756	34821	13522	21299	5.05980821371286e-35	3.28887533891336e-34	3	A3A
SP31334	2.98187975587601	0	2131	1416	2.48963028148443	3.42717648645855	0.93754620497412	680	1451	19855	7786	12069	1.52654340437193e-13	5.29201713515603e-13	3	A3A
SP32662	2.85233315585273	0	2671	1735	2.44592733234213	3.23749795929526	0.79157062695313	883	1788	26128	10328	15800	3.40810674515827e-13	1.10763469217644e-12	3	A3A
SP117408	2.69202842233287	1.18001775427911e-124	710	446	2.02684911407039	3.239310644661	1.21246153059061	207	503	7032	2790	4242	8.8713176540907e-10	2.56282510007065e-09	3	A3A
SP115162	2.66630674694325	4.42366258829361e-113	653	408	2.11095864475526	3.16466925383297	1.05371060907771	205	448	6395	2602	3793	2.72777870533341e-07	6.44747693987897e-07	3	A3A
SP30083	2.65312556943517	2.86590123197277e-143	835	520	2.19506416530714	3.06624807138489	0.87118390607775	262	573	8872	3458	5414	1.7716653770044e-06	3.68506398416915e-06	3	A3A
SP29940	2.52295918040536	1.36088719632387e-197	1272	768	2.17293199653832	2.85119133117377	0.67825933463545	413	859	13484	5216	8268	1.47539904178917e-06	3.19669792387652e-06	2	A3A
SP31854	2.51889876223016	0	4210	2539	2.05364505820654	2.92387027763244	0.8702252194259	1305	2905	49258	19215	30043	1.45971981046034e-29	8.43393668265973e-29	2	A3A
SP30143	2.45765278692345	1.98911045414681e-132	900	534	2.07956731551554	2.80020162048705	0.72063430497151	288	612	9124	3539	5585	9.15832020026757e-06	1.70083089433541e-05	2	A3A
SP33837	2.3987419853695	1.88550106977225e-69	488	285	1.739598065639	2.92216187637603	1.18256381073703	136	352	5915	2328	3587	4.02813129913579e-08	9.97442035976482e-08	2	A3A
SP30077	2.35844944077022	0	2833	1632	2.10107031088949	2.6423886474091	0.54131833651961	984	1849	37544	15053	22491	1.15993497142937e-09	3.17455886917513e-09	2	A3A
SP33544	2.34959225451128	0	3182	1828	2.16200197730554	2.57444908617006	0.41244710886452	1129	2053	46956	18581	28375	9.46557302299802e-07	2.1400425965039e-06	2	A3A
